Code X_L2E Y_L2E
Y2142020  697013.00 1852049.00
Y2214010  679613.00 1859049.00
Y2214020  679613.00 1859049.00
Y2235010  686813.00 1852349.00
Y2312010  691813.00 1841349.00
Y2332010  689913.00 1831049.00
Y2332015  689813.00 1830949.00
Y2340500  677713.00 1839449.00
Y2340501  678013.00 1840549.00
Y2340502  678013.00 1840549.00
Y2344020  679813.00 1834749.00
Y2372010  692413.00 1814749.00
Y2372020  690113.00 1821149.00
Y2414010  669813.00 1832149.00
Y2504010  663313.00 1867149.00
Y2504020  663913.00 1858549.00
Y2504030  663313.00 1858349.00
Y2514010  666813.00 1851849.00
Y2514015  666313.00 1846349.00
Y2514020  664313.00 1843749.00
Y2525010  662613.00 1847549.00
Y2525020  657813.00 1850749.00
Y2525030  663313.00 1846349.00
Y2545010  647113.00 1839649.00
Y2545020  646313.00 1839249.00
Y2545030  649013.00 1840249.00
Y2545040  635913.00 1831649.00
Y2545050  646413.00 1839349.00
Y2554010  652613.00 1837149.00
Y2565010  644113.00 1826649.00
Y2565020  649513.00 1824749.00
Y2565210  645313.00 1828249.00
Y2574020  657513.00 1827849.00
Y2575410  663713.00 1833949.00
Y2576010  665813.00 1836649.00
Y2584010  668013.00 1819049.00
Y2584020  670813.00 1815549.00
Y3142010  720113.00 1840049.00
Y3204010  724013.00 1851149.00
Y3204020  723113.00 1854649.00
Y3204030  726113.00 1847549.00
Y3204040  726113.00 1841149.00
Y3205010  723513.00 1859849.00
Y3315080  734213.00 1846649.00
Y3345010  736513.00 1852849.00
Y3404010  721713.00 1886849.00
Y3414005  733913.00 1879549.00
Y3414010  732213.00 1881749.00
Y3435010  735713.00 1881849.00
Y3444010  739413.00 1870549.00
Y3444020  739913.00 1875749.00
Y3464010  749013.00 1853449.00
Y3514010  762313.00 1867649.00
Y3514020  758813.00 1864349.00
Y3534010  754013.00 1853949.00
Y4002010  874613.00 1837649.00
Y4012020  865813.00 1835549.00
Y4022010  857313.00 1838449.00
Y4105210  862013.00 1844249.00
Y4111080  848313.00 1833049.00
Y4115010  848313.00 1837949.00
Y4115020  848013.00 1838549.00
Y4122010  843913.00 1838449.00
Y4122020  828013.00 1837149.00
Y4122030  826413.00 1837649.00
Y4122040  841013.00 1839549.00
Y4125410  843513.00 1831149.00
Y4214010  829313.00 1851549.00
Y4214030  820513.00 1842849.00
Y4214040  820713.00 1843849.00
Y4225610  832813.00 1827249.00
Y4225810  838213.00 1830849.00
Y4225820  838213.00 1829949.00
Y4226010  833913.00 1827349.00
Y4305610  799913.00 1861649.00
Y4305710  806513.00 1860649.00
Y4305720  805113.00 1856649.00
Y4305810  810013.00 1859149.00
Y4306510  793313.00 1850749.00
Y4307010  801513.00 1838249.00
Y4307020  806913.00 1847349.00
Y4414010  875813.00 1826049.00
Y4414015  872913.00 1825649.00
Y4414020  865613.00 1822449.00
Y4414030  865513.00 1822249.00
Y4424010  849213.00 1812349.00
Y4424020  861813.00 1815149.00
Y4424040  861613.00 1814849.00
Y4425010  870313.00 1815849.00
Y4515010  879813.00 1802749.00
Y4515410  883413.00 1797049.00
Y4515420  885113.00 1797649.00
Y4537010  915713.00 1785449.00
Y4604020  901213.00 1806149.00
Y4615010  912813.00 1814649.00
Y4615020  907413.00 1805749.00
Y4615610  915913.00 1811549.00
Y4615810  925613.00 1813249.00
Y4615820  923013.00 1811949.00
Y4615830  923213.00 1812149.00
Y4616010  925213.00 1812949.00
Y4616210  924313.00 1809849.00
Y4616220  921413.00 1811149.00
Y4617610  915913.00 1813749.00
Y4617620  912413.00 1811649.00
Y4617810  925113.00 1812349.00
Y4624010  910513.00 1801549.00
Y4705410  921513.00 1806449.00
Y5002010  891413.00 1839049.00
Y5002020  889513.00 1839549.00
Y5005210  892713.00 1839449.00
Y5032010  898613.00 1840349.00
Y5032020  910613.00 1837549.00
Y5105010  911213.00 1834249.00
Y5105020  890713.00 1824549.00
Y5105040  891113.00 1822749.00
Y5106610  915213.00 1834449.00
Y5112010  912813.00 1838549.00
Y5115010  915113.00 1847749.00
Y5115020  915113.00 1847749.00
Y5125610  923113.00 1841949.00
Y5202010  935313.00 1835749.00
Y5215010  927713.00 1825249.00
Y5215020  933913.00 1830149.00
Y5235010  935513.00 1842649.00
Y5235030  930413.00 1850349.00
Y5235610  930413.00 1851449.00
Y5235620  924113.00 1855249.00
Y5235810  935313.00 1843549.00
Y5305010  944813.00 1839549.00
Y5305020  943213.00 1845349.00
Y5305030  945313.00 1848049.00
Y5312010  949113.00 1837249.00
Y5325010  956913.00 1840249.00
Y5405210  924013.00 1802649.00
Y5424010  941313.00 1815149.00
Y5435010  934313.00 1809249.00
Y5436210  936113.00 1810549.00
Y5444010  942713.00 1814949.00
Y5445010  939813.00 1817349.00
Y5505410  965713.00 1837249.00
Y5514010  963613.00 1856649.00
Y5514020  957213.00 1861549.00
Y5514030  957113.00 1861749.00
Y5514040  957313.00 1861249.00
Y5515410  953713.00 1862449.00
Y5515510  952813.00 1863249.00
Y5515520  953013.00 1863249.00
Y5515530  952813.00 1863249.00
Y5516010  959913.00 1858949.00
Y5534010  968413.00 1855949.00
Y5534020  970413.00 1854149.00
Y5534030  971213.00 1853749.00
Y5534040  972713.00 1851049.00
Y5535410  971113.00 1854049.00
Y5535420  972913.00 1859149.00
Y5535510  970413.00 1861949.00
Y5535710  972913.00 1857149.00
Y5605210  984413.00 1858649.00
Y5605220  975613.00 1859949.00
Y5605230  980513.00 1859549.00
Y5605240  975113.00 1862149.00
Y5605410  980413.00 1857549.00
Y5605610  986113.00 1857749.00
Y5605810  985013.00 1857849.00
Y5606210  985013.00 1858549.00
Y5615010  976913.00 1866349.00
Y5615020  975413.00 1868849.00
Y5615030  987413.00 1861549.00
Y5615040  973313.00 1876049.00
Y5615050  975313.00 1867949.00
Y5615060  973513.00 1875749.00
Y5615070  975013.00 1873149.00
Y5615080  975713.00 1871849.00
Y5615310  976713.00 1872449.00
Y5616210  984713.00 1862549.00
Y5625010  986013.00 1873149.00
Y5625020  988813.00 1862449.00
Y5625110  985413.00 1873449.00
Y6002010  952913.00 1924149.00
Y6002020  952713.00 1919949.00
Y6002030  956813.00 1912249.00
Y6012010  962313.00 1907249.00
Y6022020  958813.00 1901149.00
Y6035610  949413.00 1893449.00
Y6035620  943013.00 1902649.00
Y6042010  959313.00 1893349.00
Y6115010  972113.00 1903349.00
Y6115020  973613.00 1899449.00
Y6122010  988213.00 1891749.00
Y6122020  980313.00 1892949.00
Y6125010  975713.00 1892649.00
Y6204020  967013.00 1927649.00
Y6205810  961613.00 1930549.00
Y6224010  981913.00 1909549.00
Y6224020  985113.00 1900449.00
Y6234010  988413.00 1893549.00
Y6234020  988013.00 1893649.00
Y6334010  995913.00 1891949.00
Y6334030  995813.00 1891849.00
Y6334050  992213.00 1885649.00
Y6424110  970313.00 1881749.00
Y6424120  969713.00 1881849.00
Y6424130  969613.00 1881949.00
Y6424140  969213.00 1882649.00
Y6432010  990113.00 1890549.00
Y6434005  971813.00 1884649.00
Y6434010  988013.00 1883349.00
Y6434020  985313.00 1884049.00
Y6435810  986713.00 1882649.00
Y6435820  982613.00 1879349.00
Y6435830  985813.00 1880649.00
Y6442010  992413.00 1863449.00
Y6442020  992313.00 1874949.00
Y6517010 1003513.00 1888449.00
Y6535810 1011213.00 1874349.00
Y6536410 1010913.00 1873849.00
Y6614010 1021013.00 1908849.00
Y6614050 1019013.00 1904149.00
Y6624010 1016413.00 1894849.00
Y6635010 1011413.00 1888549.00
O1144620  531213.00 1752049.00
Y0623010  615713.00 1750649.00
K3450810  675813.00 2173949.00
